Reporting ID,Data Year,MapLot,BEUDO Category,Primary Property Type - Self Selected,All Property Uses,Property GFA - Self Reported (ft2),Reported Residential Units,Owner,Owner Line 2,ENERGY STAR Score,Electricity Use - Grid Purchase (kWh),Electricity Use - Grid Purchase (kBtu),Natural Gas Use (therms),Natural Gas Use (kBtu),Fuel Oil #1 Use (kBtu),Fuel Oil #2 Use (kBtu),Fuel Oil #4 Use (kBtu),Fuel Oil #5 & 6 Use (kBtu),Diesel #2 Use (kBtu),Kerosene Use (kBtu),District Chilled Water Use (kBtu),District Steam Use (kBtu),Electricity Use - Generated From Onsite Renewable Systems (kWh),Site Energy Use (kBtu),Weather Normalized Site Energy Use (kBtu),Site EUI (kBtu/ft2),Weather Normalized Site EUI (kBtu/ft2),Source Energy Use (kBtu),Weather Normalized Source Energy Use (kBtu),Source EUI (kBtu/ft2),Weather Normalized Source EUI (kBtu/ft2),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/ft2)
B1420,2019,7-115,Non-Residential,Hotel,"Hotel (57035.0),Parking (14500.0)",57035,,"MONSIGNOR HOTEL, LLC",,85,625665.2,2134769.9,13328.3,1332825,,,,,,,,,,3467595,3487081.1,60.8,61.1,7376822.1,7370824.2,129.3,129.2,210.9,3.7
B1422,2019,14-1038,Non-Residential,Laboratory,Laboratory,68577,,"TP/P KENDALL SQUARE, LLC.",,,1920239.9,6551859.4,68948,6894800.2,,,,,,,,,,13446659.6,13676226.6,196.1,199.4,25584746.4,25734680.5,373.1,375.3,796.3,11.6
B1423,2019,14-44,Non-Residential,Laboratory,Laboratory (311279.0),311279,,"BMR-675 WEST KENDALL STREET LLC,",C/O RYAN LLC,,6832396.8,23312140.8,13246.4,1324642.7,,,,,,,,30172508.8,,54809292.3,54809292.3,176.1,176.1,102963637.1,102963637.1,330.8,330.8,3604.1,11.6
B1424,2019,31-13,Non-Residential,Laboratory,"Laboratory,Parking",447187,,"MBA-ROGERS STREET, LLC",C/O RYAN LLC,,14389471,49096881.1,569674.2,56967424.4,,,,,,,,,,106064305.5,107851770.3,237.2,241.2,197287062.7,198514485.1,441.2,443.9,6248.9,14
B1425,2019,69-179,Non-Residential,Laboratory,"Office (60727.0),Laboratory (141696.0)",202423,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,OFFICE OF THE TREASURER,,12099328.6,41282914,653900.2,65390017.5,,,,,,,,,,106672931.5,107992515.5,527,533.5,184251677.7,185065886,910.2,914.3,6183.3,30.5
B1429,2019,128-70,Non-Residential,Office,"Office (60017.0),Data Center (983.0)",61000,,"BHX, LLC. TRUSTEE OF 784 REALTY TRUST.",,57,1475484.6,5034354.1,1881.9,188186,,,,,,,,,,5222540.2,5262343.9,85.6,86.3,14293786.9,14383730.7,234.3,235.8,340.5,5.6
B1430,2019,107-136,Non-Residential,Office,Office (42230.0),42230,,U.S. REIF CENTRAL PLAZA MASS. LLC.,,59,518358.9,1768640.9,12284,1228400,,,,,,,,,,2997040.9,3069738.6,71,72.7,6242014.5,6318347.1,147.8,149.6,181.4,4.3
B1431,2019,168-22,Non-Residential,Office,Office (46085.0),46085,,MOUNT STORY LIMITED PARTNERSHIP,,18,1520466.5,5187832.4,0.3,33.3,,,,,,,,,,5187865.7,5249167,112.6,113.9,14525965.6,14697609.2,315.2,318.9,340.6,7.4
B1433,2019,69-182,Non-Residential,Laboratory,Laboratory (124986.0),124986,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,5815409.8,19842180.5,274878.9,27487885.1,,,,,,,,,,47330065.7,47574020.6,378.7,380.6,84420384.9,83641610.9,675.4,669.2,2762.6,22.1
B1435,2019,107-136,Non-Residential,Office,"Office (107066.0),Parking (0.0)",107066,,U.S. REIF CENTRAL PLAZA MASS. LLC.,,49,1862069.7,6353382.6,66062,6606200,,,,,,,,,,12959582.6,13329852.5,121,124.5,24725981.3,25029665.4,230.9,233.8,768,7.2
B1436,2019,267.2-267,Non-Residential,Office,"Office (199472.0),Data Center (2028.0)",201500,,LS 200 CDP LLC,,53,4277817.6,14595915.3,5103.6,510360.2,,,,,,,,,,14770982,15189447.3,73.3,75.4,41052382.9,41636296.5,203.7,206.6,967.5,4.8
B1437,2019,43-71,Non-Residential,Hotel,Hotel (150000.0),150000,,"Rlj Cambridge Hotel, LLC","C/O Rlj Cambridge Hotel, LLC",47,2208255.5,7534568.8,122117.0038,12211700.4,,,,,,,,,,19746269.2,20090065.6,108.1,110.0156376,33919078,34082023.9,185.744988,186.6372995,0,0
B1438,2019,242B-56,Non-Residential,K-12 School,K-12 School (106070.0),106070,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,2,1942314.6,6627178.1,49869.2,4986922.7,,,,,,,,,,11614100.8,11928150,109.5,112.5,23792367.5,24122119.2,224.3,227.4,699.9,6.6
B1439,2019,226-59,Non-Residential,K-12 School,K-12 School (31615.0),31615,,BUCKINGHAM BROWNE AND NICHOLS SCHOOL,,54,182242.6,621811.8,14466,1446601.7,,,,,,,,,,2068413.6,2166766.9,65.4,68.5,3260005,3377053,103.1,106.8,117.7,3.7
B1448,2019,43-77,Non-Residential,Laboratory,"Office (56699.0),Laboratory (137000.0),Fast Food Restaurant (5496.0),Other (31833.0)",231028,,MIT 415 MAIN STREET FEE OWNER LLC,C/O MIT INVESTMENT MGMT CO,,13260121,45243538.5,535707.1,53570705.4,,,,,,,,,,98814243.9,,427.7,,182931148.5,,791.8,,5815.5,25.2
B1449,2019,39-179,Non-Residential,Movie Theater,Movie Theater (25800.0),25800,,"ARE-MA REGION NO. 58, LLC",,,522276.6,1782007.9,6082.8,608280.6,,,,,,,,,,2390288.5,2442670.2,92.6,94.7,5628316.8,5683317.6,218.2,220.3,149.3,5.8
B1451,2019,80-175,Non-Residential,Office,"Office (26729.0),Parking (6050.0)",26729,,VINFEN CORPORATION,,73,369427.2,1260485.7,4107.2,410725,,,,,,,,,,1671210.7,1705542.8,62.5,63.8,3960621.3,3996670,148.2,149.5,104.6,3.9
B1452,2019,265D-53,Non-Residential,Laboratory,Office (224252.0),224252,,FAEC 35 CPD LLC,,,3591761.2,12255090.9,269215.1,26921513,,,,,,,,,,39176603.8,40530634.2,174.7,180.7,62581843,63482372.1,279.1,283.1,2234.4,10
B1454,2019,267D-285,Non-Residential,Medical Office,"Medical Office (85226.0),Parking (8000.0)",85226,,"DMP BURLINGTON CONCORD, LLC &","DMP CAUSCA, LLC,",75,1646014.8,5616203.1,5567,556700,,,,,,,,,,6172903.1,6185301,72.4,72.6,16309903.7,16344617.9,191.4,191.8,398.3,4.7
B1457,2019,267.4-307,Non-Residential,Office,"Data Center,Laboratory,Parking",75688,,"DIV Fresh Pond 10 Wilson, LLC",,,185268,632134.5,3212.4059,321240.6,,,,,,,,,,953375.1,,12.4,0,2107279.2,,27.84165522,0,64.4,0.9
B1458,2019,267.4-291,Non-Residential,Office,Office (67362.0),67362,,"HCP/KING 87 CPD, LLC",,1,3324779.5,11344149,178200.3,17820032,,,,,,,,,,29164181.1,29414091.7,432.9,436.7,50474651,50201823.1,749.3,745.3,1691.2,25.1
B1459,2019,160-69,Non-Residential,Mixed Use Property,"Restaurant (8269.0),Office (11748.0),Fast Food Restaurant (6055.0),Retail Store (13168.0)",39240,,"1834 REALTY, INC.",C/O CAMBRIDGE SAVINGS BANK,,1110585.9,3789319.4,36271.8,3627179.3,,,,,,,,,,7416498.7,7467384.5,189,190.3,14418632.7,14413313.1,367.4,367.3,441.4,11.2
B1460,2019,91-87,Non-Residential,Office,Office (39961.0),39961,,"Justmass LLC,",C/O Lincoln Property Co.,99,586463.9,2001015.2,15941.5,1594148.4,,,,,,,,,,1594148.4,1695861.4,39.9,42.4,1673855.8,1780654.4,41.9,44.6,84.7,2.1
B1461,2019,269.5-101,Non-Residential,,,,,MASSACHUSETTS BAY TRANSPORTATION,,,,,,,,,,,,,,,,,,,,,,,,,
B1465,2019,265B-34,Non-Residential,Laboratory,Laboratory (28054.0),28054,,"ALEWIFE PROPERTIES LLC,",,,,,,,,,,,,,,,,,,,,,,,,0,0
B1467,2019,121-94,Non-Residential,Office,"Office (77805.0),Parking (80000.0)",77805,,"VTR LS 1030 MASS AVE., LLC",,10,2477620.6,8453642.6,110819,11081899.7,,,,,,,,,,19535542.3,19508862.3,251.1,250.7,35306194.1,34781986.2,453.8,447,1143.6,14.7
B1468,2019,70-34,Non-Residential,College/University,College/University (103874.0),103874,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,1303529.9,4447644.6,109710,10970999.8,,,,,,,,,,15418644.4,15901930.1,148.4,153.1,23972954.7,24269508,230.8,233.6,874.7,8.4
B1469,2019,52A-21,Non-Residential,College/University,College/University (39121.0),39121,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,646295.9,2205162,1771,177100,,,,,,,,13852788.3,,16235050.3,16777382.4,415,428.9,23025882.3,23677787,588.6,605.2,1074,27.5
B1470,2019,52A-21,Non-Residential,College/University,College/University (143682.0),143682,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,3308474.5,11288516.2,105,10500,,,,,,,17617777.2,35605078.3,,64521871.7,64387377.7,449.1,448.1,90485420.1,90814910.1,629.8,632.1,4034.2,28.1
B1471,2019,52A-21,Non-Residential,College/University,College/University (77686.0),77686,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2019109.8,6889203.5,,,,,,,,,5830019.8,,,,,,,,,,,,
B1473,2019,52A-21,Non-Residential,College/University,College/University (145819.0),145819,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,4524292.5,15436887.8,0,3,,,,,,,18027528,7830252.3,,41294671,40903037.2,283.2,280.5,69048454.6,68798333,473.5,471.8,2483.4,17
B1474,2019,48-129,Non-Residential,College/University,College/University (120331.0),120331,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2061496.7,7033827.6,,,,,,,,,9265872,6562224.1,,22861923.6,23218393.3,190,193,36021285.9,36471134.2,299.4,303.1,1385.8,11.5
B1476,2019,52A-21,Non-Residential,College/University,College/University (464005.0),464005,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,6688390.1,22820789.7,7793,779300,,,,,,,25837618.8,,,,,,,,,,,,
B1477,2019,52A-21,Non-Residential,College/University,College/University (75808.0),75808,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,7876831.9,26875753.8,2,202,,,,,,,19721004.3,14317254,,60914214.2,60871714,803.5,803,110422681.7,110653934.9,1456.6,1459.7,3754.3,49.5
B1478,2019,55-9,Non-Residential,College/University,College/University (61937.0),61937,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,2511,251100,,,,,,,10919628,,,,,,,,,,,,
B1479,2019,47-90,Non-Residential,College/University,College/University (405034.0),405034,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2357430.6,8043554.2,4735,473500,,,,,,,4946423.9,8461877.9,,21925356,21357199.9,54.1,52.7,37700359.5,37183337.4,93.1,91.8,1375.7,3.4
B1480,2019,47-83,Non-Residential,College/University,College/University (107991.0),107991,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1299431.9,4433662,542,54200,,,,,,,4456164.1,8449937.6,,17393963.8,17408784.7,161.1,161.2,26691895.2,26850635.7,247.2,248.6,1089.8,10.1
B1481,2019,52A-22,Non-Residential,College/University,College/University (367689.0),367689,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,9667176.8,32984411.2,0,2,,,,,,,46191168.8,61439660.3,,140615242.3,137415453.1,382.4,373.7,208304753.2,205700346.1,566.5,559.4,8679.1,23.6
B1482,2019,52A-22,Non-Residential,College/University,College/University (260390.0),260390,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,9988632.9,34081219.5,813,81300,,,,,,,35805686.6,38098150,,108066356.1,104859576.8,415,402.7,173929594.5,171011425.4,668,656.8,6658.3,25.6
B1483,2019,52A-31,Non-Residential,College/University,College/University (418663.0),418663,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,13737396,46872000.8,169,16900,,,,,,,50304085.4,105480351.9,,202673338.1,198411984.1,484.1,473.9,303933263,300713244.9,726,718.3,12732.7,30.4
B1484,2019,55-26,Non-Residential,College/University,College/University (120137.0),120137,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,3338073.6,11389508.5,85401,8540100.4,,,,,,,3663708,,,23593316.9,24133507.4,196.4,200.9,44191703.4,45058967.8,367.8,375.1,1394.4,11.6
B1485,2019,55-9,Non-Residential,College/University,College/University (16137.0),16137,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,120000,409439.9,,,,,,,,,2844996,,,,,,,,,,,,
B1486,2019,48-129,Non-Residential,College/University,College/University (112799.0),112799,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1728345.9,5897117,185,18500,,,,,,,7304244,14028306.5,,27248167.5,26880998.8,241.6,238.3,40054843.9,39840538,355.1,353.2,1704.5,15.1
B1487,2019,52A-21,Non-Residential,College/University,College/University (121650.0),121650,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,3036859.6,10361766.3,,,,,,,,,9830724,14593067.7,,34785558,34452198.5,285.9,283.2,55514964.6,55313581.1,456.3,454.7,2167.3,17.8
B1488,2019,52A-21,Non-Residential,College/University,College/University (84329.0),84329,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1616250.8,5514648.2,,,,,,,,,15372803.8,,,,,,,,,,,,
B1490,2019,52A-21,Non-Residential,College/University,College/University (26966.0),26966,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,580173.9,1979553.6,,,,,,,,,,9446928.4,,,,,,,,,,,
B1491,2019,52A-21,Non-Residential,College/University,College/University (63579.0),63579,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1694900.7,5783002,767,76700,,,,,,,5892059.9,4799879.8,,16551641.7,16060190.6,260.3,252.6,27409167.7,26995872.5,431.1,424.6,1012.9,15.9
B1492,2019,47-90,Non-Residential,College/University,College/University (95445.0),95445,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,896383.9,3058462.2,40,4000,,,,,,,,10361531.9,,,,,,,,,,,
B1494,2019,47-90,Non-Residential,College/University,College/University (143950.0),143950,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2061274.8,7033070.5,6406,640600,,,,,,,7356672.2,,,,,,,,,,,,
B1495,2019,48-129,Non-Residential,College/University,College/University (156676.0),156676,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,4398184.5,15006607.4,63,6300,,,,,,,,25916964,,,,,,,,,,,
B1496,2019,48-129,Non-Residential,College/University,College/University (101813.0),101813,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1884936.7,6431404.7,62,6200,,,,,,,,5091215.9,,,,,,,,,,,
B1497,2019,52A-21,Non-Residential,College/University,College/University (133798.0),133798,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2339800.9,7983401.5,96,9600,,,,,,,20155295.6,24705054.1,,52853351.3,51958176.3,395,388.3,70426118.7,69794720.7,526.4,521.6,3227.2,24.1
B1498,2019,52A-21,Non-Residential,College/University,College/University (129397.0),129397,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2379013.6,8117195.5,96,9600,,,,,,,5256455.9,19628166.1,,33011417.5,33520714.9,255.1,259.1,51135092.7,51787065.4,395.2,400.2,2113.7,16.3
B1499,2019,52A-31,Non-Residential,College/University,College/University (26079.0),26079,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,0,2,,,,,,,4609956,9240365.8,,,,,,,,,,,
B1500,2019,52A-21,Non-Residential,College/University,College/University (102833.0),102833,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1880340.8,6415723.5,68,6800,,,,,,,7816020,20588142,,34826685.5,34600813.2,338.7,336.5,49852124.9,49766138.6,484.8,484,2200.5,21.4
B1501,2019,52A-21,Non-Residential,College/University,College/University (133552.0),133552,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,6415835.2,21890832.5,96,9600,,,,,,,22909957.4,36172228.6,,80982618.5,80776536.5,606.4,604.8,125669149.7,125896110.8,941,942.7,5046.7,37.8
B1502,2019,52A-21,Non-Residential,College/University,College/University (65896.0),65896,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,999027.9,3408683.6,1771,177100,,,,,,,4597727.8,,,,,,,,,,,,
B1503,2019,165-57,Non-Residential,Other - Restaurant/Bar,Other - Restaurant/Bar (20800.0),20800,,CONDUCTOR'S BUILDING LLC,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1504,2019,52A-21,Non-Residential,College/University,College/University (91926.0),91926,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,1375627.8,4693642.7,1939,193900,,,,,,,5679108.1,21782141.5,,32348792.3,31989189.6,351.9,348,44718594.2,44391877.9,486.5,482.9,2064,22.5
B1505,2019,52A-21,Non-Residential,College/University,College/University (162565.0),162565,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2463826.8,8406578.1,22315,2231500,,,,,,,10191984.1,8377103.6,,29207165.8,29164206.5,179.7,179.4,45234199,45364970.3,278.3,279.1,1763.7,10.8
B1506,2019,160-70,Non-Residential,Multifamily Housing,Multifamily Housing (27846.0),27846,15,"ALLIARA, LLC",,,53856,183756.7,4161,416100,,,,,,,,,,599856.7,627392.5,21.5,22.5,951423.7,984775.3,34.2,35.4,34.2,1.2
B1507,2019,91-208,Non-Residential,Office,Office (34388.0),34388,,"GREENSAIL, LLC",C/O MINTZ LEVIN COHN FERRIS GLOVSKY,87,224108,764656.5,,,,,,,,,,,,764656.5,764656.5,22.2,22.2,2141038.2,2141038.2,62.3,62.3,50.2,1.5
B1508,2019,16-28,Non-Residential,Worship Facility,Worship Facility (35893.0),35893,,CORP. OF THE PRESIDING OF THE CHURCH,OF JESUS CHRIST OF LATTER-DAY SAINTS,,,,,,,,,,,,,,,,,,,,,,,0,0
B1511,2019,57-173,Non-Residential,College/University,College/University (27388.0),27388,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,194728,664412,23867,2386700.2,,,,,,,,,,3051112.1,3232562.3,111.4,118,4366388.7,4602268.2,159.4,168,170.4,6.2
B1512,2019,52A-21,Non-Residential,College/University,College/University (119055.0),119055,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,4825440.1,30260736,,,,,,,,,,,
B1513,2019,52A-21,Non-Residential,College/University,College/University (150587.0),150587,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,864824.9,2950783.1,2365,236500,,,,,,,,9163950.3,,12351233.4,12949717.7,82,86,19535126.5,20255127.7,129.7,134.5,814.7,5.4
B1514,2019,203B-52,Non-Residential,Office,Office (57500.0),57500,,"KERNOCHAN, JOHN A., TR. OF",BRICKYARD REALTY TRUST,,,,,,,,,,,,,,,,,,,,,,,0,0
B1515,2019,168-33,Non-Residential,Office,Office (30674.0),30674,,BRATTLE SQUARE ASSOCIATES,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1522,2019,52A-21,Non-Residential,College/University,College/University,162565,,Massachusetts Institute Of Technology,C/O Office Of The Treasurer,,2463826.8,8406578.1,22314.9997,2231500,,,,,,,10191984.1,8377103.6,,29207165.8,29418074.8,179.7,180.9619217,45234199,45595990.5,278.2530003,280.4785194,1841.8,11.3
B1523,2019,52A-21,Non-Residential,College/University,College/University,77154,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1526,2019,52A-21,Non-Residential,College/University,College/University (116490.0),116490,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2636511.6,8995778.7,85,8500,,,,,,,11745179.8,26305012.4,,47054470.9,47330456.4,403.9,406.3,67531230,68190781.9,579.7,585.4,2956.6,25.4
B1527,2019,52A-21,Non-Residential,College/University,College/University (183169.0),183169,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,6861660,23411986.7,9,900,,,,,,,19413757.9,36691620.4,,79518265.1,80003194.4,434.1,436.8,127362554.8,128431637.6,695.3,701.2,4996.4,27.3
B1528,2019,52A-21,Non-Residential,College/University,College/University (237777.0),237777,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,4849709.3,16547210.2,,,,,,,,,25245731.5,29823731.5,,71616673.2,70416052.7,301.2,296.1,105184978.7,104380346.5,442.4,439,4397,18.5
B1533,2019,105-81,Non-Residential,Other - Mall,Other - Mall (N/A),3017,,CENTRAL PROPERTY LIMITED PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,0,
B1534,2019,105-81,Non-Residential,Office,Office (15600.0),15600,,CENTRAL PROPERTY LIMITED PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1535,2019,105-81,Non-Residential,Office,Office (N/A),14144,,CENTRAL PROPERTY LIMITED PARTNERSHIP,,,,,,,,,,,,,,,,,,,,,,,,0,
B1536,2019,"223-45, 223-44",Non-Residential,Social/Meeting Hall,Social/Meeting Hall (2202.0),35910,,DIOCESE OF THE ARMENIAN CHURCH,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1537,2019,223-45,Non-Residential,Worship Facility,Worship Facility (35910.0),35910,,DIOCESE OF THE ARMENIAN CHURCH,,,,,,,,,,,,,,,,,,,,,,,,,
B1538,2019,196-163,Non-Residential,Worship Facility,Worship Facility (N/A),5000,,ROMAN CATHOLIC ARCHBISHOP OF BOSTON,CORPORATION SOLE,,,,,,,,,,,,,,,,,,,,,,,0,
B1539,2019,147-41,Non-Residential,Other - Education,"Other - Education, Parking",51000,,PRESIDENT & FELLOWS OF HARVARD COLLEGE,"C/O HARVARD REAL ESTATE, INC.",,262289,894930.2,,,,,,,,,,,,,,,,,,,,,
B1540,2019,116-12,Non-Residential,Strip Mall,"Strip Mall (N/A),Parking (N/A)",38261,,"SIMON, RICHARD & WILLIAM C.KAPLAN,TRS. 997 MASS AVE NOMINEE TRST",C/O EASTPORT REAL ESTATE SERVICES,,,,,,,,,,,,,,,,,,,,,,,0,
B1541,2019,169-42,Non-Residential,Retail Store,Retail Store (52000.0),52000,,HARVARD COOPERATIVE SOCIETY,,61,752349.8,2567017.9,552,55198.8,,1035552,,,,,,,,3657768.7,3730326.1,70.3,71.7,8291516.3,8329289.9,159.5,160.2,248.3,4.8
B1542,2019,169-93,Non-Residential,Retail Store,Retail Store (37047.0),37047,,HARVARD COOPERATIVE SOCIETY,"C/O THOMAS A. WAGNER, JR. CFO",77,461119.7,1573340.6,,,,634800,,,,,,,,2208140.7,2228683.4,59.6,60.2,5046501.8,5045467.6,136.2,136.2,150.4,4.1
B1549,2019,23-90,Non-Residential,Financial Office,"Financial Office (29577.0),Parking (9411.0)",29577,,EAST CAMBRIDGE SAVINGS BANK,,83,372134.4,1269722.8,15238.4,1523835.5,,,,,,,,,,2793558.3,2859238.7,94.5,96.7,5155251.1,5149528.8,174.3,174.1,164.3,5.6
B1550,2019,162-54,Non-Residential,Restaurant,Other - Mall (14506.0),14506,,CRIMSON GALERIA LIMITED PARTNERSHIP,C/O RAJ DHANDA,,,,,,,,,,,,,,,,,,,,,,,0,0
B1551,2019,267D-340,Non-Residential,K-12 School,"K-12 School (27000.0),Parking (4000.0)",27000,,THE FAYERWEATHER STREET SCHOOL,,58,68066.8,232244.1,28426.5,2842646.7,,,,,,,,,,3074890.8,,113.9,,3635062.5,,134.6,,166.2,6.2
B1552,2019,170-4,Non-Residential,Worship Facility,Worship Facility (5000.0),5000,,FIRST CHURCH IN CAMBRIDGE CONGREGATIONAL,,1,124104.5,423444.6,24956.5,2495648.8,,,,,,,,,,2919093.3,3068270.5,583.8,613.7,3806076,3966628.2,761.2,793.3,160.4,32.1
B1553,2019,265C-25,Non-Residential,Strip Mall,"Strip Mall (207440.0),Repair Services (Vehicle, Shoe, Locksmith, etc.) (5000.0),Movie Theater (17500.0),Office (37500.0)",267440,,THE FRESH POND MALL LIMITED PARTNERSHIP,,,5131262.4,17507869.4,94757,9475700.1,,,,,,,,,,26983569.5,27436839.3,100.9,102.6,58971519.3,59447452.6,220.5,222.3,0,0
B1555,2019,27-86,Non-Residential,Other,Data Center,5600,,"LOHNES, PAUL R., TR. OF THE ALEXANDER",,,56728.9,193559,,,,,,,,,,,,193559,193559,34.6,34.6,541965.3,541965.3,96.8,96.8,13.7,2.4
B1556,2019,33-88,Non-Residential,Data Center,Data Center (30520.0),30520,,"LAVERTY, CHARLES R., JR. & PAUL LOHNES,",TRS. OF THE PAY PHONE REALTY TRUST,,3638748.9,12415412.6,,,,,,,,,,,,12415412.6,12415412.6,406.8,406.8,34763155.3,34763155.3,1139,1139,815,26.7
B1557,2019,27-86,Non-Residential,Data Center,Data Center (28100.0),28100,,"LOHNES, PAUL R., TR. OF THE ALEXANDER",,,5625904.9,19195589.9,767.5,76749,,,,,,,,,,19272338.8,19279132.2,685.8,686.1,53828238,53835371.1,1915.6,1915.8,1264.2,45
B1558,2019,31-21,Non-Residential,Data Center,Data Center (90000.0),90000,,"LOHNES, TRUSTEE PAUL R.",C.E.M. REALTY TRUST,,49242,168013.7,,,,,,,,,,,,168013.7,168013.7,1.9,1.9,470438.4,470438.4,5.2,5.2,11,0.1
B1559,2019,27-70,Non-Residential,Other - Technology/Science,Other - Technology/Science (28600.0),28600,,BASS ROCKS REALTY LLC,,,145871.1,497712.4,8570.4,857040.9,,,,,,,,,,1354753.2,1411753.3,47.4,49.4,2293487.5,2353337.6,80.2,82.3,78.2,2.7
B1560,2019,27-86,Non-Residential,Other,Data Center,7140,,"LOHNES, PAUL R., TR. OF THE ALEXANDER",,,159747.1,545057.2,,,,,,,,,,,,545057.2,545057.2,76.3,76.3,1526160.1,1526160.1,213.7,213.7,38.6,5.4
B1562,2019,27-99,Non-Residential,K-12 School,K-12 School (60000.0),60000,,COMMUNITY CHARTER SCHOOL OF,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1563,2019,265B-26,Non-Residential,Retail Store,Retail Store (16129.0),16129,,LINEAR RETAIL CAMBRIDGE #1 LLC,C/O KEYPOINT PARTNERS,,,,,,,,,,,,,,,,,,,,,,,0,0
B1564,2019,27-93,Non-Residential,Data Center,"Data Center (138000.0),Parking (8000.0)",138000,,AT&T CORP.,,,,,,,,,,,,,,,,,,,,,,,,,
B1565,2019,88-53,Non-Residential,Office,"Office (37916.0),Parking (7460.0)",37916,,130 PROSPECT STREET CONDOMINIUM,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1567,2019,52A-21,Non-Residential,College/University,College/University,18502,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,,,0,0
B1569,2019,57-173,Non-Residential,College/University,College/University (5339.0),5339,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,107172,365670.8,,,,,,,,,769092,663864,,1798626.8,1808794.3,336.9,338.8,2522407.7,2533926,472.4,474.6,108.6,20.3
B1570,2019,56-4,Non-Residential,Self-Storage Facility,"Self-Storage Facility (165358.0),Retail Store (36817.0)",202175,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,C/O MIT INVESTMENTS MANAGEMENT CO,,143823,490724.1,,,,,,,,,,,,490724.1,490724.1,2.4,2.4,1374027.4,1374027.4,6.8,6.8,32.2,0.2
B1573,2019,57-173,Non-Residential,College/University,College/University (122080.0),122080,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,,,2731549.7,9320048.8,,,,,,,,,22874159.9,27247080.8,,59441289.5,58935939.4,486.9,482.8,79690980,79355006.5,652.8,650,3626.5,29.7
